source_rank,tld,source_status,server_adapter,whois_host,server_url,current_parser_class,parser_family,initial_coverage_state,resource_group,implementation_package
735,broker,delegated,Standard,whois.nic.broker,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.broker,package-3
736,soccer,delegated,Standard,whois.nic.soccer,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.soccer,package-4
737,orghttp,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:737,package-5
738,kaufen,delegated,Standard,whois.nic.kaufen,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.kaufen,package-4
739,burp,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:739,package-1
740,actor,delegated,Standard,whois.nic.actor,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.actor,package-2
741,sydney,delegated,Standard,whois.nic.sydney,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.sydney,package-1
742,reisen,delegated,Standard,whois.nic.reisen,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.reisen,package-2
743,png,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:743,package-2
744,mobile,delegated,Standard,whois.nic.mobile,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.mobile,package-3
745,capetown,delegated,Standard,capetown-whois.registry.net.za,"",Whois::Parsers::CapetownWhoisRegistryNetZa,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
746,cpa,delegated,Unmapped,"","",Whois::Parsers::Blank,Blank,no_server_mapping,row:746,package-3
747,cleaning,delegated,Standard,whois.nic.cleaning,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.cleaning,package-4
748,bmw,delegated,Standard,whois.nic.bmw,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.bmw,package-5
749,intranet,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:749,package-4
750,tickets,delegated,Standard,whois.nic.tickets,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.tickets,package-5
751,joburg,delegated,Standard,joburg-whois.registry.net.za,"",Whois::Parsers::JoburgWhoisRegistryNetZa,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
752,leclerc,delegated,Standard,whois-leclerc.nic.fr,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois-leclerc.nic.fr,package-4
753,abb,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:753,package-5
754,charity,delegated,Standard,whois.nic.charity,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.charity,package-4
755,saarland,delegated,Standard,whois.nic.saarland,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.saarland,package-5
756,exposed,delegated,Standard,whois.nic.exposed,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.exposed,package-3
757,supplies,delegated,Standard,whois.nic.supplies,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.supplies,package-5
758,xn--90ais,delegated,Standard,whois.cctld.by,"",Whois::Parsers::WhoisCctldBy,Base,parser_present_unverified,family:Base,package-4
759,feedback,delegated,Standard,whois.nic.feedback,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.feedback,package-3
760,tatar,delegated,Standard,whois.nic.tatar,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.tatar,package-4
761,ip,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:761,package-1
762,immobilien,delegated,Standard,whois.nic.immobilien,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.immobilien,package-4
763,voyage,delegated,Standard,whois.nic.voyage,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.voyage,package-4
764,melbourne,delegated,Standard,whois.aridnrs.net.au,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.aridnrs.net.au,package-5
765,intern,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:765,package-2
766,ic,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:766,package-3
767,claims,delegated,Standard,whois.nic.claims,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.claims,package-3
768,furniture,delegated,Standard,whois.nic.furniture,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.furniture,package-2
769,sarl,delegated,Standard,whois.nic.sarl,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.sarl,package-4
770,hockey,delegated,Standard,whois.nic.hockey,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.hockey,package-1
771,channel,delegated,Standard,whois.nic.google,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.google,package-3
772,holiday,delegated,Standard,whois.nic.holiday,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.holiday,package-3
773,corsica,delegated,Standard,whois-corsica.nic.fr,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois-corsica.nic.fr,package-3
774,associates,delegated,Standard,whois.nic.associates,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.associates,package-4
775,gf,delegated,Standard,whois.mediaserv.net,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.mediaserv.net,package-5
776,ong,delegated,Standard,whois.publicinterestregistry.net,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.publicinterestregistry.net,package-4
777,villas,delegated,Standard,whois.nic.villas,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.villas,package-4
778,default,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:778,package-4
779,cruises,delegated,Standard,whois.nic.cruises,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.cruises,package-4
780,gent,delegated,Standard,whois.nic.gent,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.gent,package-4
781,yokohama,delegated,Standard,whois.nic.yokohama,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.yokohama,package-3
782,nagoya,delegated,Standard,whois.nic.nagoya,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.nagoya,package-4
783,xn--6frz82g,delegated,Standard,whois.afilias.net,"",Whois::Parsers::WhoisAfiliasNet,BaseAfilias2,parser_present_unverified,family:BaseAfilias2,package-2
784,sucks,delegated,Standard,whois.nic.sucks,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.sucks,package-4
785,ss,delegated,Standard,whois.nic.ss,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.ss,package-4
786,xn--55qx5d,delegated,Standard,whois.ngtld.cn,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.ngtld.cn,package-4
787,canon,delegated,Standard,whois.nic.canon,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.canon,package-2
788,krhttp,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:788,package-5
789,tienda,delegated,Standard,whois.nic.tienda,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.tienda,package-1
790,vacations,delegated,Standard,whois.nic.vacations,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.vacations,package-5
791,ads,delegated,Standard,whois.nic.google,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.google,package-3
792,okinawa,delegated,Standard,whois.nic.okinawa,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.okinawa,package-1
793,cooking,delegated,Standard,whois.nic.cooking,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.cooking,package-3
794,jpg,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:794,package-1
795,car,delegated,Standard,whois.uniregistry.net,"",Whois::Parsers::WhoisUniregistryNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
796,comm,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:796,package-2
797,florist,delegated,Standard,whois.nic.florist,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.florist,package-2
798,diamonds,delegated,Standard,whois.nic.diamonds,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.diamonds,package-3
799,tennis,delegated,Standard,whois.nic.tennis,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.tennis,package-3
800,mortgage,delegated,Standard,whois.nic.mortgage,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.mortgage,package-4
801,xn--j1amh,delegated,Standard,whois.dotukr.com,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.dotukr.com,package-3
802,dom,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:802,package-3
803,czhttp,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:803,package-4
804,apartments,delegated,Standard,whois.nic.apartments,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.apartments,package-2
805,xn--80asehdb,delegated,Standard,whois.online.rs.corenic.net,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.online.rs.corenic.net,package-5
806,xn--h2brj9c,delegated,Standard,whois.nixiregistry.in,"",Whois::Parsers::WhoisNixiregistryIn,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
807,xn--ses554g,delegated,Standard,whois.registry.knet.cn,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.registry.knet.cn,package-1
808,ruhttp,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:808,package-5
809,xn--3ds443g,delegated,Standard,whois.teleinfo.cn,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.teleinfo.cn,package-3
810,bargains,delegated,Standard,whois.nic.bargains,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.bargains,package-2
811,singles,delegated,Standard,whois.nic.singles,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.singles,package-1
812,xn--80adxhks,delegated,Standard,whois.nic.xn--80adxhks,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.xn--80adxhks,package-5
813,rehab,delegated,Standard,whois.nic.rehab,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.rehab,package-5
814,autodesk,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:814,package-1
815,mq,delegated,Standard,whois.mediaserv.net,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.mediaserv.net,package-5
816,storage,delegated,Standard,whois.nic.storage,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.storage,package-5
817,hp-print-mgmt,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:817,package-2
818,talk,delegated,Standard,whois.nic.talk,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.talk,package-3
819,xn--3e0b707e,delegated,Standard,whois.kr,"",Whois::Parsers::WhoisKr,Base,parser_present_unverified,family:Base,package-4
820,cnhttp,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:820,package-3
821,cologne,delegated,Standard,whois.ryce-rsp.com,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.ryce-rsp.com,package-5
822,contractors,delegated,Standard,whois.nic.contractors,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.contractors,package-2
823,rugby,delegated,Standard,whois.centralnic.com,"",Whois::Parsers::WhoisCentralnicCom,Base,parser_present_unverified,family:Base,package-4
824,voto,delegated,Standard,whois.afilias.net,"",Whois::Parsers::WhoisAfiliasNet,BaseAfilias2,parser_present_unverified,family:BaseAfilias2,package-2
825,rsvp,delegated,Standard,whois.nic.google,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.google,package-3
826,forex,delegated,Standard,whois.nic.forex,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.forex,package-4
827,spa,delegated,Unmapped,"","",Whois::Parsers::Blank,Blank,no_server_mapping,row:827,package-4
828,giving,delegated,Standard,whois.nic.giving,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.giving,package-2
829,pvt,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:829,package-5
830,fishing,delegated,Standard,whois.nic.fishing,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.fishing,package-3
831,soy,delegated,Standard,whois.nic.google,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.google,package-3
832,xn--io0a7i,delegated,Standard,whois.ngtld.cn,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.ngtld.cn,package-4
833,dhl,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:833,package-1
834,lab,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:834,package-2
835,catering,delegated,Standard,whois.nic.catering,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.catering,package-1
836,googledomains,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:836,package-3
837,plumbing,delegated,Standard,whois.nic.plumbing,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.plumbing,package-4
838,xn--o3cw4h,delegated,Standard,whois.thnic.co.th,"",Whois::Parsers::WhoisThnicCoTh,Base,parser_present_unverified,family:Base,package-4
839,citrix,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:839,package-4
840,statefarm,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:840,package-5
841,json,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:841,package-1
842,maison,delegated,Standard,whois.nic.maison,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.maison,package-1
843,career,delegated,Standard,whois.nic.career,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.career,package-1
844,lease,delegated,Standard,whois.nic.lease,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.lease,package-3
845,api,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:845,package-2
846,hospital,delegated,Standard,whois.nic.hospital,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.hospital,package-5
847,dlinkrouter,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:847,package-3
848,organic,delegated,Standard,whois.afilias.net,"",Whois::Parsers::WhoisAfiliasNet,BaseAfilias2,parser_present_unverified,family:BaseAfilias2,package-2
849,gvc884571451de,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:849,package-4
850,kred,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:850,package-5
851,tl-wa850re,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:851,package-1
852,alsace,delegated,Standard,whois-alsace.nic.fr,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois-alsace.nic.fr,package-2
853,realty,delegated,Standard,whois.nic.realty,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.realty,package-3
854,phd,delegated,Standard,whois.nic.google,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.google,package-3
855,nethttp,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:855,package-2
856,country,delegated,Standard,whois.uniregistry.net,"",Whois::Parsers::WhoisUniregistryNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
857,rio,delegated,Standard,whois.gtlds.nic.br,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.gtlds.nic.br,package-4
858,attorney,delegated,Standard,whois.nic.attorney,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.attorney,package-5
859,durban,delegated,Standard,durban-whois.registry.net.za,"",Whois::Parsers::DurbanWhoisRegistryNetZa,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
860,scloud,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:860,package-3
861,fast,delegated,Standard,whois.nic.fast,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.fast,package-2
862,cricket,delegated,Standard,whois.nic.cricket,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.cricket,package-3
863,lr,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:863,package-4
864,vodka,delegated,Standard,whois.nic.vodka,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.vodka,package-3
865,eduhttp,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:865,package-5
866,xn--mk1bu44c,delegated,Standard,whois.nic.xn--mk1bu44c,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.xn--mk1bu44c,package-3
867,dentist,delegated,Standard,whois.nic.dentist,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.dentist,package-1
868,kp,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:868,package-1
869,reise,delegated,Standard,whois.nic.reise,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.reise,package-1
870,hot,delegated,Standard,whois.nic.hot,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.hot,package-1
871,vnhttp,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:871,package-2
872,dvag,delegated,Standard,whois.nic.dvag,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.dvag,package-5
873,diet,delegated,Standard,whois.uniregistry.net,"",Whois::Parsers::WhoisUniregistryNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
874,gripe,delegated,Standard,whois.nic.gripe,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.gripe,package-5
875,accountant,delegated,Standard,whois.nic.accountant,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.accountant,package-4
876,esq,delegated,Standard,whois.nic.google,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.google,package-3
877,kn,delegated,Standard,whois.nic.kn,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.kn,package-2
878,dehttp,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:878,package-3
879,getcacheddhcpresultsforcurrentconfig,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:879,package-4
880,or,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:880,package-5
881,deal,delegated,Standard,whois.nic.deal,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.deal,package-1
882,abudhabi,delegated,Standard,whois.nic.abudhabi,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.abudhabi,package-2
883,flowers,delegated,Standard,whois.uniregistry.net,"",Whois::Parsers::WhoisUniregistryNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
884,gn,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:884,package-1
885,xn--czru2d,delegated,Standard,whois.gtld.knet.cn,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.gtld.knet.cn,package-5
886,nhk,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:886,package-2
887,xn--t60b56a,delegated,Standard,whois.nic.xn--t60b56a,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.xn--t60b56a,package-5
888,physio,delegated,Standard,whois.nic.physio,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.physio,package-5
889,crs,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:889,package-3
890,spot,delegated,Standard,whois.nic.spot,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.spot,package-3
891,domainforsale,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:891,package-4
892,theater,delegated,Standard,whois.nic.theater,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.theater,package-4
893,metadata,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:893,package-5
894,xn--6qq986b3xl,delegated,Standard,whois.gtld.knet.cn,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.gtld.knet.cn,package-5
895,realtek,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:895,package-1
896,dns,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:896,package-2
897,xn--80aswg,delegated,Standard,whois.online.rs.corenic.net,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.online.rs.corenic.net,package-5
898,surgery,delegated,Standard,whois.nic.surgery,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.surgery,package-4
899,tires,delegated,Standard,whois.nic.tires,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.tires,package-3
900,login,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:900,package-3
901,mp3,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:901,package-4
902,siriinternet,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:902,package-5
903,xn--5tzm5g,delegated,None,whois.nic.xn--5tzm5g,"",Whois::Parsers::Blank,Blank,adapter_none_excluded,host:whois.nic.xn--5tzm5g,package-4
904,republican,delegated,Standard,whois.nic.republican,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.republican,package-2
905,comms-appx-web,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:905,package-1
906,commarket,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:906,package-2
907,config,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:907,package-3
908,accountants,delegated,Standard,whois.nic.accountants,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.accountants,package-5
909,williamhill,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:909,package-4
910,router,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:910,package-5
911,xn--tckwe,delegated,Standard,whois.nic.xn--tckwe,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.xn--tckwe,package-1
912,mob,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:912,package-1
913,pri,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:913,package-2
914,omicron,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:914,package-3
915,osaka,delegated,Standard,whois.nic.osaka,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.osaka,package-3
916,exe,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:916,package-4
917,hiboard,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:917,package-5
918,txt,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:918,package-1
919,moi,delegated,Standard,whois.nic.moi,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.moi,package-1
920,ithttp,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:920,package-2
921,pharmacy,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:921,package-3
922,dealer,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:922,package-4
923,creditcard,delegated,Standard,whois.nic.creditcard,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.creditcard,package-2
924,xn--q9jyb4c,delegated,Standard,whois.nic.google,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.google,package-3
925,priv,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:925,package-5
926,gw,delegated,Web,"",http://nic.gw/en/whois/,Whois::Parsers::Blank,Blank,web_adapter_excluded,row:926,package-1
927,cboxh,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:927,package-2
928,hola,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:928,package-3
929,gop,delegated,Standard,whois.nic.gop,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.gop,package-2
930,tcs,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:930,package-4
931,xn--j6w193g,delegated,Standard,whois.hkirc.hk,"",Whois::Parsers::WhoisHkircHk,Base,parser_present_unverified,family:Base,package-4
932,condos,delegated,Standard,whois.nic.condos,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.condos,package-3
933,mars,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:933,package-5
934,cnb,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:934,package-1
935,iphone,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:935,package-2
936,mibhigh,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:936,package-3
937,kyoto,delegated,Standard,whois.nic.kyoto,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.kyoto,package-3
938,private,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:938,package-4
939,jphttp,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:939,package-5
940,hiphop,delegated,Standard,whois.uniregistry.net,"",Whois::Parsers::WhoisUniregistryNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
941,argocd-repo-server,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:941,package-1
942,android,delegated,Standard,whois.nic.google,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.google,package-3
943,mib2p,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:943,package-2
944,go,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:944,package-3
945,barclays,delegated,Standard,whois.nic.barclays,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.barclays,package-5
946,lcl,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:946,package-4
947,post,delegated,Standard,whois.dotpostregistry.net,"",Whois::Parsers::WhoisDotpostregistryNet,BaseAfilias,parser_present_unverified,family:BaseAfilias,package-5
948,warp-svc,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:948,package-5
949,xn--czr694b,delegated,Unmapped,"","",Whois::Parsers::Blank,Blank,no_server_mapping,row:949,package-1
950,toyota,delegated,Standard,whois.nic.toyota,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.toyota,package-3
951,no-data,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:951,package-2
952,grp,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:952,package-3
953,hkhttp,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:953,package-4
954,democrat,delegated,Standard,whois.nic.democrat,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.democrat,package-4
955,ico,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:955,package-5
956,blank,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:956,package-1
957,select,delegated,Standard,whois.nic.select,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.select,package-2
